protein1 protein2 combined_score
ACADSB SUCLG1 177
ACADSB FBP1 177
ACADSB PFKFB3 236
ACADSB RFC3 270
ACADSB HADHA 370
ACAT1 ERCC1 272
ACAT1 DLD 287
ACAT1 ACO2 663
ACAT1 ACOT8 163
ACAT1 ECH1 227
ACAT1 HDAC5 270
ACAT1 EHHADH 451
ACAT1 ATXN1 181
ACAT1 FUS 272
ACAT1 TOPBP1 271
ACAT1 CSE1L 271
ACAT1 ILVBL 276
ACAT1 TP63 177
ACAT1 GRPEL1 345
ACAT1 CIT 270
ACAT1 MPC2 243
ACAT1 ECI2 359
ACAT1 PSMD14 171
ACAT1 ACAT2 457
ACAT1 ANG 270
ACAT1 HADH 535
ACAT1 CPT2 161
ACAT1 ETFA 158
ACAT1 HADHA 451
ACAT1 UQCRFS1 272
ACAT1 ERCC2 272
ACAT1 ATP1B3 272
ACAT1 RBPJ 175
ACAT1 HSD17B4 355
ACAT1 SSBP1 298
ACAT1 SIGMAR1 272
ACAT1 HIBCH 355
ACAT1 SLC25A13 216
ACAT1 RHOA 169
ACAT1 EWSR1 272
ACAT1 PDP1 341
ACAT1 PEX7 487
ACAT1 ECI1 451
ACAT1 AUH 330
ACAT1 DPP4 187
ACAT1 SDHB 271
ACAT1 HSPA9 342
ACAT1 PDHA1 296
ACAT1 METTL3 270
ACAT1 ALDOA 258
ACAT1 SLC25A12 216
ACAT1 HMGCS1 470
ACAT1 DYRK1A 283
ACAT2 ACO2 167
ACAT2 AHCY 244
ACAT2 ACOT8 163
ACAT2 ECH1 227
ACAT2 EHHADH 451
ACAT2 ATXN1 151
ACAT2 VASP 271
ACAT2 KDM6B 273
ACAT2 YWHAE 300
ACAT2 TP63 163
ACAT2 GRPEL1 284
ACAT2 HEXA 236
ACAT2 HSPA9 284
ACAT2 ECI1 451
ACAT2 PABPC1 272
ACAT2 PEX7 391
ACAT2 HMGCS1 470
ACAT2 RBPJ 175
ACAT2 HIBCH 302
ACAT2 DPP4 187
ACAT2 ETFA 158
ACAT2 CPT2 161
ACAT2 AUH 302
ACAT2 HADHA 451
ACAT2 SLC25A12 183
ACAT2 HSD17B4 355
ACAT2 ALDOA 238
ACAT2 SLC25A13 183
ACAT2 RHOA 169
ACAT2 PSMD14 171
ACAT2 ECI2 359
ACAT2 MPC2 213
ACAT2 HADH 647
ACAT2 UBE2L3 272
ACHE RANBP9 248
ACHE HLA-DOA 151
ACHE CANX 325
ACHE APOE 177
ACHE LAMC1 158
ACHE KIF3C 150
ACHE NRXN2 180
ACHE APP 752
ACHE ALB 573
ACHE NLGN3 156
ACHE RCL1 243
ACHE KIF3B 150
ACHE COL4A1 318
ACHE NTNG1 176
ACHE PSEN1 561
ACHE KIFAP3 177
ACHE FN1 328
ACLY PVALB 163
ACLY ACO2 163
ACLY PYGB 272
ACLY MYL12A 163
ACLY IDH3G 179
ACLY HDAC5 270
ACLY MYL2 163
ACLY NUP107 225
ACLY TNNC1 163
ACLY NDUFS7 158
ACLY PPP3R1 163
ACLY SIRT2 270
ACLY STAU1 270
ACLY NDUFS2 157
ACLY TRA2B 154
ACLY FASN 157
ACLY NDUFA5 159
ACLY TACR3 272
ACLY UQCRFS1 157
ACLY MYL4 163
ACLY NDUFA3 157
ACLY STIP1 272
ACLY AGRN 270
ACLY TUBB 270
ACLY HNRNPD 154
ACLY SHC1 238
ACLY HADH 171
ACLY NDUFA8 157
ACLY CUL3 299
ACLY FBXW7 483
ACLY MAPT 175
ACLY EIF4A1 273
ACLY MYL12B 163
ACLY BCKDHB 161
ACLY NDUFS4 156
ACLY KCNIP2 163
ACLY ECT2 270
ACLY SCGN 163
ACLY MYL9 163
ACLY RNF123 270
ACLY HUWE1 282
ACLY MYL3 163
ACLY SDHA 309
ACLY NCS1 163
ACLY SDHB 338
ACLY HNRNPC 154
ACLY SNCA 175
ACLY NNT 283
ACLY COX6C 161
ACLY TRIM25 270
ACLY CALB2 163
ACLY EED 181
ACLY KCNIP3 163
ACLY AKT1 221
ACLY TNNC2 163
ACLY SUCLG1 661
ACLY PPP2R2C 396
ACLY EIF4H 154
ACLY CS 755
ACLY KIF23 270
ACLY RPS3 270
ACLY IDH3B 179
ACLY HPCAL4 163
ACLY KAT2B 270
ACLY MCM7 282
ACLY HELLS 270
ACO2 ISOC1 252
ACO2 UQCRC1 356
ACO2 DLD 426
ACO2 GSTA3 175
ACO2 NDUFB7 266
ACO2 CDC34 270
ACO2 BCAT1 152
ACO2 DLAT 265
ACO2 ALDH9A1 230
ACO2 GOT1 271
ACO2 TALDO1 368
ACO2 ECI2 224
ACO2 ALDH1A1 284
ACO2 CTBP1 177
ACO2 SELENBP1 242
ACO2 PIK3R3 163
ACO2 DHRS2 171
ACO2 MSRA 248
ACO2 AK3 271
ACO2 GSTM2 175
ACO2 GPD1L 636
ACO2 GAPDH 250
ACO2 NDUFA8 266
ACO2 HADHB 167
ACO2 TXNRD2 230
ACO2 CKM 284
ACO2 MAPT 175
ACO2 MRPL3 551
ACO2 NDUFA3 267
ACO2 RPS9 302
ACO2 FXN 333
ACO2 IMMT 168
ACO2 NDUFV2 267
ACO2 HSPA4 168
ACO2 QDPR 252
ACO2 GPD2 319
ACO2 NDUFA5 268
ACO2 PGM2 263
ACO2 SOD3 275
ACO2 HADHA 224
ACO2 UQCRFS1 266
ACO2 CKB 755
ACO2 OGDH 274
ACO2 NDUFS2 267
ACO2 ALDH7A1 368
ACO2 PDK1 207
ACO2 VAPA 272
ACO2 DNAJB1 230
ACO2 ALDH1A2 284
ACO2 RPL3L 246
ACO2 HSDL2 171
ACO2 UQCRC2 266
ACO2 DECR1 171
ACO2 IDH3G 754
ACO2 HIBCH 551
ACO2 PHGDH 381
ACO2 GAA 270
ACO2 NDUFS6 266
ACO2 PDHX 202
ACO2 TKTL1 298
ACO2 DHRS1 171
ACO2 ALDH1A3 230
ACO2 TXNRD1 251
ACO2 DAP3 551
ACO2 PITPNB 272
ACO2 NDUFA9 252
ACO2 GAPDHS 250
ACO2 SUCLA2 265
ACO2 GSTO1 250
ACO2 PDP1 182
ACO2 IDH3B 478
ACO2 LDHC 220
ACO2 PPA1 243
ACO2 FABP6 189
ACO2 SLC11A2 153
ACO2 ALDH2 284
ACO2 PFKM 273
ACO2 UPB1 161
ACO2 SOD2 747
ACO2 CS 854
ACO2 RPS14 302
ACO2 LAP3 284
ACO2 ECI1 224
ACO2 CKMT2 239
ACO2 TKT 343
ACO2 CRABP1 189
ACO2 SUCLG2 163
ACO2 SUCLG1 597
ACO2 HSD17B14 171
ACO2 EHHADH 224
ACO2 GOT2 793
ACO2 NDUFAB1 331
ACO2 SDHB 629
ACO2 SLC25A5 216
ACO2 HSPA9 178
ACO2 BPHL 252
ACO2 GRPEL1 223
ACO2 AUH 224
ACO2 ENO3 242
ACO2 ALDH6A1 390
ACO2 GSTM4 175
ACO2 NDUFS7 266
ACO2 FH 789
ACO2 LDHB 220
ACO2 AGXT 392
ACO2 GSTM1 175
ACO2 GSR 230
ACO2 SDHA 267
ACO2 PFKP 223
ACO2 RRP12 159
ACO2 GPD1 286
ACO2 TPI1 438
ACO2 PPIA 159
ACO2 BCKDHB 163
ACO2 PEBP1 632
ACO2 ALDOA 379
ACO2 CAT 300
ACO2 CRABP2 189
ACO2 NDUFS4 332
ACO2 PFKL 236
ACOT2 PEX13 600
ACOT2 TTK 248
ACOT2 NLGN3 270
ACOT2 PEX14 600
ACOT2 ZNF277 204
ACOT2 PEX5 600
ACOT8 PEX14 600
ACOT8 PEX13 600
ACOT8 CHKA 181
ACOT8 CRAT 153
ACOT8 CAT 385
ACOT8 KIF3C 167
ACOT8 NMT1 153
ACOT8 CIT 270
ACOT8 PEX5 784
ACOT8 KIF15 167
ACOT8 CMBL 181
ACOT8 PML 424
ACOT8 ILVBL 270
ACOT8 ACSL4 154
ACOT8 ACSL5 232
ACOT8 PEX7 341
ACOT8 ACSL3 154
ACOT8 HADHB 163
ACOT8 PTGR1 227
ACOT8 HACL1 349
ACOT8 KIF3B 167
ACOT8 ACSL1 321
ACOX1 M6PR 271
ACOX1 DECR1 157
ACOX1 ECH1 347
ACOX1 EHHADH 432
ACOX1 UMPS 155
ACOX1 CAT 721
ACOX1 COX6B1 271
ACOX1 RAF1 235
ACOX1 ALDH2 667
ACOX1 HSD17B14 157
ACOX1 ILVBL 240
ACOX1 MGLL 242
ACOX1 ANLN 270
ACOX1 PGD 190
ACOX1 DHRS1 157
ACOX1 ACSL3 182
ACOX1 ECI2 432
ACOX1 ALDH9A1 640
ACOX1 HIBCH 192
ACOX1 TACR3 231
ACOX1 GPD2 152
ACOX1 ACSL1 274
ACOX1 ETFA 418
ACOX1 PPARA 251
ACOX1 ALDH7A1 625
ACOX1 PALLD 271
ACOX1 SCP2 468
ACOX1 ECI1 460
ACOX1 PEX7 302
ACOX1 LITAF 187
ACOX1 ELP4 183
ACOX1 PEX5 853
ACOX1 PPARD 246
ACOX1 PEX13 600
ACOX1 AUH 210
ACOX1 NDUFAB1 315
ACOX1 ACSL4 182
ACOX1 ACSL5 274
ACOX1 ALDH3A2 615
ACOX1 DHRS2 157
ACOX1 PTGR1 181
ACOX1 DBI 165
ACOX1 HADHA 290
ACOX1 HACL1 315
ACOX1 HSDL2 328
ACOX1 ALB 277
ACOX1 PEX14 732
ACOX1 ACOX3 231
ACOX1 HSP90B1 158
ACOX1 GRHPR 271
ACOX1 CRAT 398
ACOX2 DECR1 157
ACOX2 ECH1 274
ACOX2 EHHADH 385
ACOX2 UMPS 155
ACOX2 CAT 598
ACOX2 HSD17B14 157
ACOX2 ILVBL 240
ACOX2 MGLL 242
ACOX2 DHRS1 157
ACOX2 PEX13 600
ACOX2 HSP90B1 158
ACOX2 ECI1 290
ACOX2 TACR3 231
ACOX2 PEX14 682
ACOX2 CRAT 250
ACOX2 ACSL5 259
ACOX2 DHRS2 157
ACOX2 ACSL4 182
ACOX2 HACL1 262
ACOX2 HADHA 290
ACOX2 HSDL2 323
ACOX2 PTGR1 181
ACOX2 DBI 165
ACOX2 HSD17B4 318
ACOX2 PEX7 258
ACOX2 PEX5 727
ACOX2 ELP4 183
ACOX2 SCP2 468
ACOX2 NDUFAB1 315
ACOX2 AUH 210
ACOX2 PPARD 150
ACOX2 ECI2 432
ACOX2 ACSL3 182
ACOX2 ACSL1 259
ACOX2 PPARA 243
ACOX2 ETFA 418
ACOX2 HIBCH 192
ACOX3 CORO1A 155
ACOX3 EHHADH 290
ACOX3 UMPS 155
ACOX3 CAT 303
ACOX3 ALDH2 627
ACOX3 CNN2 205
ACOX3 MGLL 242
ACOX3 PGD 252
ACOX3 PEX13 600
ACOX3 CRABP1 173
ACOX3 ECI1 290
ACOX3 ACSL4 179
ACOX3 ALDH3A2 615
ACOX3 ALDH9A1 640
ACOX3 ACSL5 182
ACOX3 HADHA 290
ACOX3 APRT 252
ACOX3 FABP6 173
ACOX3 PEX14 627
ACOX3 CRABP2 173
ACOX3 ECI2 335
ACOX3 ACSL3 179
ACOX3 ACSL1 181
ACOX3 AIFM3 392
ACOX3 ALDH7A1 640
ACOX3 ETFA 418
ACOX3 CNN3 205
ACOX3 HIBCH 205
ACOX3 EPHX2 246
ACOX3 PEX5 652
ACOX3 SCP2 212
ACOX3 NDUFAB1 315
ACOX3 AUH 192
ACOX3 EEF1E1 173
ACP1 CDC34 270
ACP1 ATXN1 181
ACP1 GNAO1 159
ACP1 ZAP70 292
ACP1 PFKL 154
ACP1 PFKM 154
ACP1 STAT5A 467
ACP1 PFKP 154
ACP1 CTNNB1 525
ACP1 GNAI2 159
ACP1 EPHA2 968
ACP1 TKT 272
ACP1 FGFR1 210
ACP1 GRB2 578
ACP1 ADA 272
ACP1 GNAI1 159
ACP1 GOT1 272
ACP1 TALDO1 644
ACP1 PTEN 281
ACP1 EPHB2 275
ACP1 SFMBT1 408
ACP1 GNAI3 159
ACP1 PRDX4 179
ACP2 M6PR 271
ACP2 LGALS3 257
ACP2 LPAR1 239
ACP2 DCP1A 199
ACP2 SGCD 183
ACP2 SELENBP1 161
ACP2 CBX1 270
ACP2 ACP5 161
ACP2 UQCRFS1 271
ACP2 STX12 242
ACP2 ATP6V0E1 165
ACP2 BAZ2A 169
ACP2 SOD2 181
ACP2 GAB2 236
ACP5 XPO7 181
ACP5 HSD17B7 450
ACP5 RIPK1 285
ACP5 ALB 260
ACP5 MYH10 189
ACP5 ENPP1 274
ACRBP PSMA1 171
ACSL1 PYGM 152
ACSL1 PYGL 175
ACSL1 PYGB 175
ACSL1 CAT 336
ACSL1 RAC2 207
ACSL1 LMAN1 258
ACSL1 APOE 175
ACSL1 SLC27A1 780
ACSL1 CPT1A 750
ACSL1 RTN1 152
ACSL1 SLC27A2 281
ACSL1 AGL 175
ACSL1 RRM1 150
ACSL1 CYB5B 167
ACSL1 AVL9 258
ACSL1 GYS1 152
ACSL1 NDUFA4 275
ACSL1 ACSL4 739
ACSL1 ALDH3A2 224
ACSL1 ACSL5 701
ACSL1 RAC1 169
ACSL1 ACSL3 663
ACSL1 CYB5R3 219
ACSL1 SCD 238
ACSL1 CEL 600
ACSL1 FTL 175
ACSL1 RTN3 152
ACSL1 ECI2 284
ACSL1 DDT 169
ACSL1 BCAP31 179
ACSL1 PPT1 600
ACSL1 HSD17B6 152
ACSL1 EPHX1 408
ACSL3 CDC34 270
ACSL3 MTHFD1 271
ACSL3 GCDH 182
ACSL3 CAT 158
ACSL3 ATXN1 165
ACSL3 CANX 151
ACSL3 LMAN1 169
ACSL3 SLC27A1 336
ACSL3 KIF23 270
ACSL3 EED 165
ACSL3 CPT1A 687
ACSL3 ANLN 270
ACSL3 RTN1 224
ACSL3 SLC27A2 336
ACSL3 CDCP1 236
ACSL3 CYB5B 202
ACSL3 AURKB 270
ACSL3 AVL9 179
ACSL3 RHOT2 214
ACSL3 ACSL4 775
ACSL3 RBPJ 165
ACSL3 ACSL5 663
ACSL3 ECT2 270
ACSL3 KIF20B 245
ACSL3 CEL 600
ACSL3 STAU1 270
ACSL3 CIT 270
ACSL3 PPT1 600
ACSL3 LYN 458
ACSL3 RNF4 270
ACSL3 RTN3 224
ACSL3 SCD 409
ACSL3 IPO7 181
ACSL3 PSMD14 153
ACSL3 ECI2 175
ACSL3 REEP5 218
ACSL4 GCDH 182
ACSL4 CAT 158
ACSL4 ATXN1 181
ACSL4 LMAN1 169
ACSL4 SLC27A1 336
ACSL4 EDEM1 245
ACSL4 KIF23 270
ACSL4 EED 181
ACSL4 CPT1A 687
ACSL4 ANLN 270
ACSL4 RTN1 224
ACSL4 SLC27A2 336
ACSL4 RAB5A 547
ACSL4 CYB5B 258
ACSL4 HNRNPD 193
ACSL4 AVL9 179
ACSL4 NDUFA4 210
ACSL4 RBPJ 165
ACSL4 HRAS 188
ACSL4 CIT 270
ACSL4 ACSL5 663
ACSL4 PPT1 600
ACSL4 NMT1 272
ACSL4 CEL 600
ACSL4 IPO7 181
ACSL4 ECI2 175
ACSL4 PSMD14 153
ACSL4 HTATIP2 598
ACSL4 RTN3 224
ACSL4 SCD 409
ACSL5 GCDH 178
ACSL5 CAT 237
ACSL5 RAC2 207
ACSL5 LMAN1 258
ACSL5 APOE 152
ACSL5 SLC27A1 278
ACSL5 KIF11 258
ACSL5 CPT1A 674
ACSL5 RTN1 152
ACSL5 SLC27A2 278
ACSL5 AGL 152
ACSL5 RRM1 150
ACSL5 CYB5B 182
ACSL5 AVL9 258
ACSL5 NDUFA4 215
ACSL5 RNF4 270
ACSL5 SCD 238
ACSL5 RTN3 152
ACSL5 RAC1 169
ACSL5 ECI2 256
ACSL5 CYB5R3 152
ACSL5 CEL 600
ACSL5 EPHX1 171
ACSL5 DDT 169
ACSL5 FTL 152
ACSL5 PPT1 600
ACSM1 MVD 183
ACSM1 AK1 163
ACSM1 BCAT1 217
ACSM1 FASN 175
ACSM1 HACL1 159
ACSM1 FDPS 169
ACSM1 CMPK1 163
ACSM3 CMPK1 163
ACSM3 MVD 183
ACSM3 BCAT1 217
ACSM3 AK1 163
ACSM3 FDPS 169
ACSM3 FASN 175
ACSS1 NDUFS7 242
ACSS1 ALDH2 659
ACSS1 IDE 150
ACSS1 MVD 183
ACSS1 FASN 175
ACSS1 ECI2 275
ACSS1 PSMD14 153
ACSS1 ALDH9A1 659
ACSS1 BCAT1 217
ACSS1 AK1 163
ACSS1 ALDH3A2 658
ACSS1 FDPS 169
ACSS1 ALDH7A1 658
ACSS1 CMPK1 163
ACSS2 MVD 183
ACSS2 CREBBP 269
ACSS2 CMPK1 163
ACSS2 CAD 272
ACSS2 ALDH2 659
ACSS2 FDPS 169
ACSS2 FASN 175
ACSS2 ALDH7A1 658
ACSS2 PSMD14 153
ACSS2 BCAT1 217
ACSS2 ALDH9A1 659
ACSS2 AK1 163
ACSS2 ALDH3A2 658
ACSS2 IDE 150
ACTA2 USH1C 154
ACTA2 MYO15A 202
ACTA2 VCL 695
ACTA2 MYH9 515
ACTA2 PVALB 191
ACTA2 MYL12A 683
ACTA2 CORO1A 243
ACTA2 PSMD7 218
ACTA2 GAPDHS 282
ACTA2 CLIP2 231
ACTA2 MPO 193
ACTA2 C1QBP 159
ACTA2 HDAC5 170
ACTA2 MYH1 409
ACTA2 NFKB1 186
ACTA2 ARPC3 419
ACTA2 MYL2 194
ACTA2 GAPDH 323
ACTA2 TPI1 213
ACTA2 MAPK14 212
ACTA2 CAP2 633
ACTA2 TNNC1 186
ACTA2 PPP3R1 204
ACTA2 NFYB 169
ACTA2 SORBS3 600
ACTA2 DDX39A 150
ACTA2 ATXN1 181
ACTA2 MYH2 262
ACTA2 VASP 321
ACTA2 CFP 202
ACTA2 TUBGCP6 169
ACTA2 RAC2 230
ACTA2 ACTN4 339
ACTA2 SNRPA1 273
ACTA2 LGALS3 284
ACTA2 SMARCC1 215
ACTA2 GUCY2D 153
ACTA2 MYH4 409
ACTA2 CCT7 260
ACTA2 TUBB2B 252
ACTA2 TLR2 254
ACTA2 MNAT1 161
ACTA2 VWF 266
ACTA2 CASQ2 236
ACTA2 CDH1 155
ACTA2 TUBGCP3 246
ACTA2 ANXA13 227
ACTA2 CREBBP 207
ACTA2 SMURF2 296
ACTA2 CNN2 728
ACTA2 EED 171
ACTA2 CLASP1 163
ACTA2 KAT2B 161
ACTA2 PIK3CA 152
ACTA2 CDH3 155
ACTA2 ARID4B 293
ACTA2 YWHAE 337
ACTA2 EGF 231
ACTA2 SRF 249
ACTA2 ANLN 223
ACTA2 CDK2 152
ACTA2 RHOF 250
ACTA2 PXN 666
ACTA2 CDH11 261
ACTA2 CDH2 267
ACTA2 IQGAP2 378
ACTA2 EGFR 270
ACTA2 CCT6A 186
ACTA2 MYL9 683
ACTA2 ARID5B 226
ACTA2 CCT5 732
ACTA2 DLAT 193
ACTA2 TJP1 296
ACTA2 KCNMA1 270
ACTA2 MYO1E 317
ACTA2 PIK3CB 152
ACTA2 ACTC1 920
ACTA2 HK2 167
ACTA2 WDR90 370
ACTA2 ADCY9 153
ACTA2 KCNIP3 163
ACTA2 ARPC2 366
ACTA2 CCT3 251
ACTA2 ALB 165
ACTA2 ITGB5 610
ACTA2 ANXA5 177
ACTA2 NDUFS4 177
ACTA2 ADCY1 153
ACTA2 TSC1 192
ACTA2 MVD 169
ACTA2 POLR2G 302
ACTA2 HDAC3 186
ACTA2 FNTA 398
ACTA2 CTNNA1 175
ACTA2 SF3B3 155
ACTA2 PRKCE 185
ACTA2 CALB2 186
ACTA2 EEF2 156
ACTA2 DST 215
ACTA2 GPD2 153
ACTA2 ZMAT3 206
ACTA2 PRKDC 152
ACTA2 AVL9 169
ACTA2 BIN1 276
ACTA2 HCLS1 157
ACTA2 HMGCS1 181
ACTA2 PLEC 257
ACTA2 FLNC 209
ACTA2 CCT6B 186
ACTA2 PRKCH 161
ACTA2 SELE 270
ACTA2 SMAD3 181
ACTA2 HDAC6 150
ACTA2 HSP90AA1 290
ACTA2 SNCA 165
ACTA2 TUBB 259
ACTA2 NPR2 153
ACTA2 PTK2 175
ACTA2 ADCY2 191
ACTA2 CTNNB1 300
ACTA2 NF2 208
ACTA2 TPM4 706
ACTA2 VAPA 161
ACTA2 DLG1 157
ACTA2 FN1 345
ACTA2 MYL4 221
ACTA2 ARID4A 293
ACTA2 PDLIM7 297
ACTA2 PSMD12 169
ACTA2 RAC1 230
ACTA2 AMPH 183
ACTA2 DYNC1H1 248
ACTA2 SPTBN1 188
ACTA2 RAD23B 212
ACTA2 GMFB 212
ACTA2 TPM1 777
ACTA2 PIK3CG 152
ACTA2 CD2AP 210
ACTA2 MSN 245
ACTA2 MYLK 221
ACTA2 MYH10 709
ACTA2 MTOR 152
ACTA2 DCTN1 335
ACTA2 CALD1 716
ACTA2 DMD 220
ACTA2 EZR 258
ACTA2 SYNE1 242
ACTA2 CSRP1 338
ACTA2 LMNA 241
ACTA2 TPM3 706
ACTA2 CASP7 173
ACTA2 NRAP 152
ACTA2 FLNA 209
ACTA2 CNN3 323
ACTA2 GNG12 193
ACTA2 SORBS1 642
ACTA2 DHCR24 226
ACTA2 CDC5L 156
ACTA2 PREX1 195
ACTA2 RAD54L 180
ACTA2 NCS1 163
ACTA2 TNNC2 186
ACTA2 CAP1 678
ACTA2 YWHAB 333
ACTA2 HPCAL4 163
ACTA2 SF3A3 179
ACTA2 ATRX 189
ACTA2 HDAC1 195
ACTA2 SRC 168
ACTA2 GSN 188
ACTA2 BMPR2 174
ACTA2 HSPA1A 258
ACTA2 HSPA1L 258
ACTA2 LSM2 256
ACTA2 CTTN 157
ACTA2 WAS 410
ACTA2 FTL 156
ACTA2 PIK3CD 152
ACTA2 KLF5 298
ACTA2 SCGN 186
ACTA2 ACTR2 549
ACTA2 TPM2 706
ACTA2 NPHS1 154
ACTA2 KIFC3 172
ACTA2 TUBB2A 259
ACTA2 FSCN1 631
ACTA2 CIT 177
ACTA2 WIPF1 303
ACTA2 TSPAN8 193
ACTA2 G6PD 195
ACTA2 HELLS 171
ACTA2 ANXA4 206
ACTA2 ACTN1 339
ACTA2 HSPA2 258
ACTA2 PRKCD 161
ACTA2 LIMA1 172
ACTA2 DAAM1 341
ACTA2 MYL3 221
ACTA2 MYH11 820
ACTA2 NFE2L2 188
ACTA2 PAFAH1B1 159
ACTA2 LCP1 440
ACTA2 DLG4 190
ACTA2 TUBA3C 184
ACTA2 MYH8 409
ACTA2 XPO1 158
ACTA2 SUN2 186
ACTA2 RPS14 205
ACTA2 PSMD14 159
ACTA2 KDM3A 284
ACTA2 ACTG2 800
ACTA2 BRDT 261
ACTA2 CHEK1 325
ACTA2 SCRN1 267
ACTA2 GSPT1 238
ACTA2 RHOA 237
ACTA2 CAPZB 496
ACTA2 CFL1 315
ACTA2 DCTN4 347
ACTA2 KCNIP2 168
ACTA2 RUVBL2 380
ACTA2 ACTN3 339
ACTA2 MYO9B 297
ACTA2 VDR 181
ACTA2 CLIP1 231
ACTA2 PTGES3 240
ACTA2 CYFIP2 255
ACTA2 MYL12B 759
ACTA2 PSMC3 213
ACTA2 EPS8L2 152
ACTA2 SPTBN2 182
ACTA2 SPTB 188
ACTA2 WDR1 455
ACTA2 BAZ2A 161
ACTA2 CRIP2 169
ACTA2 ATP1A1 154
ACTA2 CYFIP1 255
ACTA2 CSRP3 169
ACTA2 SMTN 246
ACTA2 ACTN2 505
ACTA2 FLNB 209
ACTA2 DNM1L 248
ACTA2 MYH3 348
ACTA2 POLR2A 173
ACTA2 RPL18 165
ACTA2 ATP1A3 154
ACTA2 PDLIM5 283
ACTA2 HDAC2 195
ACTC1 USH1C 154
ACTC1 MYO15A 202
ACTC1 VCL 269
ACTC1 MYH9 421
ACTC1 PVALB 191
ACTC1 MYL12A 241
ACTC1 CORO1A 243
ACTC1 PSMD7 218
ACTC1 GAPDHS 282
ACTC1 CLIP2 231
ACTC1 C1QBP 159
ACTC1 MYH1 409
ACTC1 ARPC3 419
ACTC1 MYL2 194
ACTC1 GAPDH 338
ACTC1 TPI1 213
ACTC1 MAPK14 212
ACTC1 CAP2 473
ACTC1 TNNC1 205
ACTC1 PPP3R1 204
ACTC1 TNNT2 217
ACTC1 NFYB 169
ACTC1 DDX39A 150
ACTC1 ATXN1 161
ACTC1 MYH2 262
ACTC1 VASP 549
ACTC1 CFP 202
ACTC1 TUBGCP6 169
ACTC1 RAC2 230
ACTC1 ACTN4 339
ACTC1 SNRPA1 273
ACTC1 SMARCC1 215
ACTC1 GUCY2D 153
ACTC1 MYH4 409
ACTC1 CCT7 260
ACTC1 TUBB2B 252
ACTC1 TLR2 190
ACTC1 KIF23 298
ACTC1 MNAT1 161
ACTC1 VWF 254
ACTC1 USP14 270
ACTC1 CDH1 355
ACTC1 TUBGCP3 246
ACTC1 ANXA13 227
ACTC1 CREBBP 161
ACTC1 SLC4A1 213
ACTC1 CNN2 392
ACTC1 EED 181
ACTC1 CLASP1 163
ACTC1 KAT2B 161
ACTC1 PIK3CA 152
ACTC1 ARID4B 293
ACTC1 SRF 249
ACTC1 ANLN 408
ACTC1 CDK2 152
ACTC1 RHOF 231
ACTC1 PXN 200
ACTC1 CDH11 181
ACTC1 CDH2 207
ACTC1 EIF4A3 268
ACTC1 IQGAP2 378
ACTC1 EGFR 281
ACTC1 CCT6A 186
ACTC1 MYL9 241
ACTC1 ARID5B 226
ACTC1 CCT5 260
ACTC1 DLAT 193
ACTC1 TJP1 185
ACTC1 MYO1E 317
ACTC1 PIK3CB 152
ACTC1 SMAD3 161
ACTC1 PIK3CG 152
ACTC1 CRIP2 169
ACTC1 ATP1A1 154
ACTC1 PTK2 166
ACTC1 ALB 182
ACTC1 WDR1 455
ACTC1 EEF2 156
ACTC1 SPTB 188
ACTC1 ADCY1 153
ACTC1 DST 215
ACTC1 BAZ2A 161
ACTC1 HCLS1 157
ACTC1 GMFB 212
ACTC1 NGB 288
ACTC1 LCP1 440
ACTC1 PRKDC 152
ACTC1 MYL3 221
ACTC1 HSPA1L 258
ACTC1 LSM2 256
ACTC1 TUBB2A 252
ACTC1 HMGCS1 181
ACTC1 CSRP3 169
ACTC1 ATRX 177
ACTC1 SMTN 306
ACTC1 ANXA4 206
ACTC1 SPTBN1 188
ACTC1 SYNE1 242
ACTC1 HSP90AA1 404
ACTC1 ANG 213
ACTC1 ACTG2 800
ACTC1 TUBB 252
ACTC1 CYFIP1 255
ACTC1 COL3A1 222
ACTC1 CDC5L 156
ACTC1 FLNB 209
ACTC1 DMD 411
ACTC1 PRKCD 161
ACTC1 ACTN2 339
ACTC1 SUN2 380
ACTC1 ANXA5 177
ACTC1 WAS 410
ACTC1 RAD23B 212
ACTC1 ARPC2 366
ACTC1 PLEC 309
ACTC1 HELLS 171
ACTC1 CAPZB 496
ACTC1 HPCAL4 163
ACTC1 DAAM1 341
ACTC1 PIK3CD 152
ACTC1 UCHL5 340
ACTC1 CALB2 186
ACTC1 RAD54L 180
ACTC1 DCTN1 266
ACTC1 TPM4 296
ACTC1 METTL3 270
ACTC1 WASF2 153
ACTC1 ADCY2 191
ACTC1 MGST1 221
ACTC1 CHEK1 325
ACTC1 DYNC1H1 248
ACTC1 MYH3 348
ACTC1 PDLIM7 200
ACTC1 EVL 250
ACTC1 CAP1 473
ACTC1 HDAC3 186
ACTC1 DNM1L 248
ACTC1 NDUFS4 177
ACTC1 GSN 577
ACTC1 POLR2A 173
ACTC1 CDK5RAP2 270
ACTC1 ATP1A3 154
ACTC1 MYBPC3 475
ACTC1 HSPA1A 258
ACTC1 TSPAN8 193
ACTC1 DLG4 190
ACTC1 PDLIM5 265
ACTC1 GPD2 153
ACTC1 HDAC2 195
ACTC1 VAPA 161
ACTC1 CNN3 323
ACTC1 GRB2 150
ACTC1 SF3B3 155
ACTC1 MSN 245
ACTC1 RHOA 237
ACTC1 BRDT 261
